"variable" "activity" "subjectid" "average"
"6590" "timeaccelerationjerkmeanX" "walking" "20" 0.0841234323137255
"6591" "timeaccelerationjerkmeanX" "walking" "21" 0.0782251820211538
"6592" "timeaccelerationjerkmeanX" "walking" "22" 0.0627777634002174
"6593" "timeaccelerationjerkmeanX" "walking" "23" 0.0987319085964407
"6594" "timeaccelerationjerkmeanX" "walking" "24" 0.0731938975362069
"6595" "timeaccelerationjerkmeanX" "walking" "25" 0.0721720712281081
"6596" "timeaccelerationjerkmeanX" "walking" "26" 0.0652303740728813
"6597" "timeaccelerationjerkmeanX" "walking" "27" 0.0684331971807018
"6598" "timeaccelerationjerkmeanX" "walking" "28" 0.0931122231851852
"6599" "timeaccelerationjerkmeanX" "walking" "29" 0.0853743348528302
"6600" "timeaccelerationjerkmeanX" "walking" "30" 0.0688689970184615
"6601" "timeaccelerationjerkmeanX" "walkingdownstairs" "1" 0.0541553164897959
"6602" "timeaccelerationjerkmeanX" "walkingdownstairs" "2" 0.110040615569574
"6603" "timeaccelerationjerkmeanX" "walkingdownstairs" "3" 0.0725689294489796
"6604" "timeaccelerationjerkmeanX" "walkingdownstairs" "4" 0.0971862748866667
"6605" "timeaccelerationjerkmeanX" "walkingdownstairs" "5" 0.109650600459574
"6606" "timeaccelerationjerkmeanX" "walkingdownstairs" "6" 0.103681343708333
"6607" "timeaccelerationjerkmeanX" "walkingdownstairs" "7" 0.0968926184638298
"6608" "timeaccelerationjerkmeanX" "walkingdownstairs" "8" 0.118938088342105
"6609" "timeaccelerationjerkmeanX" "walkingdownstairs" "9" 0.130193043809524
"6610" "timeaccelerationjerkmeanX" "walkingdownstairs" "10" 0.100959387447368
"6611" "timeaccelerationjerkmeanX" "walkingdownstairs" "11" 0.0897168657173913
"6612" "timeaccelerationjerkmeanX" "walkingdownstairs" "12" 0.0621500251717391
"6613" "timeaccelerationjerkmeanX" "walkingdownstairs" "13" 0.101704538333298
"6614" "timeaccelerationjerkmeanX" "walkingdownstairs" "14" 0.0428631626711111
"6615" "timeaccelerationjerkmeanX" "walkingdownstairs" "15" 0.0711457160166667
"6616" "timeaccelerationjerkmeanX" "walkingdownstairs" "16" 0.0907857064255319
"6617" "timeaccelerationjerkmeanX" "walkingdownstairs" "17" 0.118250858006522
"6618" "timeaccelerationjerkmeanX" "walkingdownstairs" "18" 0.0809044045254545
"6619" "timeaccelerationjerkmeanX" "walkingdownstairs" "19" 0.0730930306923077
"6620" "timeaccelerationjerkmeanX" "walkingdownstairs" "20" 0.0695031058
"6621" "timeaccelerationjerkmeanX" "walkingdownstairs" "21" 0.0901452883333333
"6622" "timeaccelerationjerkmeanX" "walkingdownstairs" "22" 0.101584640833333
"6623" "timeaccelerationjerkmeanX" "walkingdownstairs" "23" 0.0578010605648148
"6624" "timeaccelerationjerkmeanX" "walkingdownstairs" "24" 0.0802619828545455
"6625" "timeaccelerationjerkmeanX" "walkingdownstairs" "25" 0.110656929396552
"6626" "timeaccelerationjerkmeanX" "walkingdownstairs" "26" 0.111470787918
"6627" "timeaccelerationjerkmeanX" "walkingdownstairs" "27" 0.0936273220295455
"6628" "timeaccelerationjerkmeanX" "walkingdownstairs" "28" 0.0972653457891304
"6629" "timeaccelerationjerkmeanX" "walkingdownstairs" "29" 0.0636871965479167
"6630" "timeaccelerationjerkmeanX" "walkingdownstairs" "30" 0.0883933037048387
"6631" "timeaccelerationjerkmeanX" "walkingupstairs" "1" 0.101372729922642
"6632" "timeaccelerationjerkmeanX" "walkingupstairs" "2" 0.0744507839572917
"6633" "timeaccelerationjerkmeanX" "walkingupstairs" "3" 0.0426880986186441
"6634" "timeaccelerationjerkmeanX" "walkingupstairs" "4" 0.0560971909634615
"6635" "timeaccelerationjerkmeanX" "walkingupstairs" "5" 0.0795443483829787
"6636" "timeaccelerationjerkmeanX" "walkingupstairs" "6" 0.07210675
"6637" "timeaccelerationjerkmeanX" "walkingupstairs" "7" 0.0724649938509804
"6638" "timeaccelerationjerkmeanX" "walkingupstairs" "8" 0.0813816809395122
"6639" "timeaccelerationjerkmeanX" "walkingupstairs" "9" 0.0692266245755102
"6640" "timeaccelerationjerkmeanX" "walkingupstairs" "10" 0.0648829303510638
"6641" "timeaccelerationjerkmeanX" "walkingupstairs" "11" 0.0968561683092593
"6642" "timeaccelerationjerkmeanX" "walkingupstairs" "12" 0.0728660813846154
"6643" "timeaccelerationjerkmeanX" "walkingupstairs" "13" 0.0692442067545455
"6644" "timeaccelerationjerkmeanX" "walkingupstairs" "14" 0.0803303022222222
"6645" "timeaccelerationjerkmeanX" "walkingupstairs" "15" 0.07297243298125
"6646" "timeaccelerationjerkmeanX" "walkingupstairs" "16" 0.0762526677
"6647" "timeaccelerationjerkmeanX" "walkingupstairs" "17" 0.07680441704375
"6648" "timeaccelerationjerkmeanX" "walkingupstairs" "18" 0.0812402028517241
"6649" "timeaccelerationjerkmeanX" "walkingupstairs" "19" 0.08315450836225
"6650" "timeaccelerationjerkmeanX" "walkingupstairs" "20" 0.0836451256901961
"6651" "timeaccelerationjerkmeanX" "walkingupstairs" "21" 0.104034223065957
"6652" "timeaccelerationjerkmeanX" "walkingupstairs" "22" 0.0877172239047619
"6653" "timeaccelerationjerkmeanX" "walkingupstairs" "23" 0.0723649984647059
"6654" "timeaccelerationjerkmeanX" "walkingupstairs" "24" 0.0862310100338983
"6655" "timeaccelerationjerkmeanX" "walkingupstairs" "25" 0.0740041435707692
"6656" "timeaccelerationjerkmeanX" "walkingupstairs" "26" 0.0755645318545455
"6657" "timeaccelerationjerkmeanX" "walkingupstairs" "27" 0.0734763532039216
"6658" "timeaccelerationjerkmeanX" "walkingupstairs" "28" 0.0706831871117647
"6659" "timeaccelerationjerkmeanX" "walkingupstairs" "29" 0.106345193353878
"6660" "timeaccelerationjerkmeanX" "walkingupstairs" "30" 0.0579840372876923
"6661" "timeaccelerationjerkmeanY" "laying" "1" 0.0038382040088
"6662" "timeaccelerationjerkmeanY" "laying" "2" 0.012254788451875
"6663" "timeaccelerationjerkmeanY" "laying" "3" 0.0138041011306452
"6664" "timeaccelerationjerkmeanY" "laying" "4" 0.00693313213968519
"6665" "timeaccelerationjerkmeanY" "laying" "5" 0.00747460829615385
"6666" "timeaccelerationjerkmeanY" "laying" "6" -0.00114529240245614
"6667" "timeaccelerationjerkmeanY" "laying" "7" 0.0250624183634615
"6668" "timeaccelerationjerkmeanY" "laying" "8" 0.0233299159137037
"6669" "timeaccelerationjerkmeanY" "laying" "9" 0.011561732718
"6670" "timeaccelerationjerkmeanY" "laying" "10" 0.015698997097069
"6671" "timeaccelerationjerkmeanY" "laying" "11" 0.0122193853629825
"6672" "timeaccelerationjerkmeanY" "laying" "12" 0.00774408308
"6673" "timeaccelerationjerkmeanY" "laying" "13" 0.0183441894580645
"6674" "timeaccelerationjerkmeanY" "laying" "14" -0.00831507059607843
"6675" "timeaccelerationjerkmeanY" "laying" "15" 0.0123984271386111
"6676" "timeaccelerationjerkmeanY" "laying" "16" 0.0132805054325714
"6677" "timeaccelerationjerkmeanY" "laying" "17" 0.00706867100408451
"6678" "timeaccelerationjerkmeanY" "laying" "18" 0.0117018961415385
"6679" "timeaccelerationjerkmeanY" "laying" "19" 0.011149573306747
"6680" "timeaccelerationjerkmeanY" "laying" "20" 0.00110822495382353
"6681" "timeaccelerationjerkmeanY" "laying" "21" 0.0119943671007778
"6682" "timeaccelerationjerkmeanY" "laying" "22" 0.00459834754236111
"6683" "timeaccelerationjerkmeanY" "laying" "23" 0.01535144005125
"6684" "timeaccelerationjerkmeanY" "laying" "24" 0.0119819524179167
"6685" "timeaccelerationjerkmeanY" "laying" "25" 0.0284619311524658
"6686" "timeaccelerationjerkmeanY" "laying" "26" 0.0124420033513158
"6687" "timeaccelerationjerkmeanY" "laying" "27" 0.0126491088851351
"6688" "timeaccelerationjerkmeanY" "laying" "28" 0.005939923320625
"6689" "timeaccelerationjerkmeanY" "laying" "29" 0.0116912059556522
"6690" "timeaccelerationjerkmeanY" "laying" "30" 0.0107680190087143
"6691" "timeaccelerationjerkmeanY" "sitting" "1" -0.000619102785106384
"6692" "timeaccelerationjerkmeanY" "sitting" "2" 0.0116954511323913
"6693" "timeaccelerationjerkmeanY" "sitting" "3" 0.00272529134230769
"6694" "timeaccelerationjerkmeanY" "sitting" "4" -0.0108582171094
"6695" "timeaccelerationjerkmeanY" "sitting" "5" -0.00278773346136363
"6696" "timeaccelerationjerkmeanY" "sitting" "6" 2.55649800000023e-06
"6697" "timeaccelerationjerkmeanY" "sitting" "7" 0.0116863419310417
"6698" "timeaccelerationjerkmeanY" "sitting" "8" -0.00657516306713044
"6699" "timeaccelerationjerkmeanY" "sitting" "9" 0.009817397262
"6700" "timeaccelerationjerkmeanY" "sitting" "10" 0.00897875458703704
"6701" "timeaccelerationjerkmeanY" "sitting" "11" -0.000213838552075472
"6702" "timeaccelerationjerkmeanY" "sitting" "12" 0.0105990504054902
"6703" "timeaccelerationjerkmeanY" "sitting" "13" -0.00112344092891837
"6704" "timeaccelerationjerkmeanY" "sitting" "14" -0.00436185985848148
"6705" "timeaccelerationjerkmeanY" "sitting" "15" -0.00898437589491525
"6706" "timeaccelerationjerkmeanY" "sitting" "16" 0.00985642890855072
"6707" "timeaccelerationjerkmeanY" "sitting" "17" 0.0056097104915625
"6708" "timeaccelerationjerkmeanY" "sitting" "18" 0.00694560289491228
"6709" "timeaccelerationjerkmeanY" "sitting" "19" 0.0137921005843836
"6710" "timeaccelerationjerkmeanY" "sitting" "20" 0.00597430268636364
"6711" "timeaccelerationjerkmeanY" "sitting" "21" 0.0121020139594259
"6712" "timeaccelerationjerkmeanY" "sitting" "22" -0.000842715149193548
"6713" "timeaccelerationjerkmeanY" "sitting" "23" 0.0101351394211029
"6714" "timeaccelerationjerkmeanY" "sitting" "24" 0.00476702575745588
"6715" "timeaccelerationjerkmeanY" "sitting" "25" 0.00485415893230769
"6716" "timeaccelerationjerkmeanY" "sitting" "26" 0.00692238958961538
"6717" "timeaccelerationjerkmeanY" "sitting" "27" 0.004670724222
"6718" "timeaccelerationjerkmeanY" "sitting" "28" 0.0148338232684722
"6719" "timeaccelerationjerkmeanY" "sitting" "29" 0.00598531404666667
"6720" "timeaccelerationjerkmeanY" "sitting" "30" 0.00975692523887097
"6721" "timeaccelerationjerkmeanY" "standing" "1" 0.00797573092830189
"6722" "timeaccelerationjerkmeanY" "standing" "2" 0.0103291774794444
"6723" "timeaccelerationjerkmeanY" "standing" "3" 0.00771663644590164
"6724" "timeaccelerationjerkmeanY" "standing" "4" -0.00653015693773214
"6725" "timeaccelerationjerkmeanY" "standing" "5" -0.00221990214464286
"6726" "timeaccelerationjerkmeanY" "standing" "6" 0.00871883993421053
"6727" "timeaccelerationjerkmeanY" "standing" "7" 0.00694700354075472
"6728" "timeaccelerationjerkmeanY" "standing" "8" 0.00814951727462963
"6729" "timeaccelerationjerkmeanY" "standing" "9" 0.0130699796066667
"6730" "timeaccelerationjerkmeanY" "standing" "10" 0.0119007630575
"6731" "timeaccelerationjerkmeanY" "standing" "11" 0.0124130965551064
"6732" "timeaccelerationjerkmeanY" "standing" "12" 0.0100480041062295
"6733" "timeaccelerationjerkmeanY" "standing" "13" 0.00762035230350877
"6734" "timeaccelerationjerkmeanY" "standing" "14" 0.00579566182983333
"6735" "timeaccelerationjerkmeanY" "standing" "15" 0.00617255520183019
"6736" "timeaccelerationjerkmeanY" "standing" "16" 0.0120767950358846
"6737" "timeaccelerationjerkmeanY" "standing" "17" 0.00657853452564103
"6738" "timeaccelerationjerkmeanY" "standing" "18" 0.0104698718417123
"6739" "timeaccelerationjerkmeanY" "standing" "19" 0.00991338273931507
"6740" "timeaccelerationjerkmeanY" "standing" "20" 0.0116930221630137
"6741" "timeaccelerationjerkmeanY" "standing" "21" 0.0100621171270225
"6742" "timeaccelerationjerkmeanY" "standing" "22" 0.0107286964173016
"6743" "timeaccelerationjerkmeanY" "standing" "23" 0.0105861517936765
"6744" "timeaccelerationjerkmeanY" "standing" "24" 0.0109839689101449
"6745" "timeaccelerationjerkmeanY" "standing" "25" 0.0066321397672973
"6746" "timeaccelerationjerkmeanY" "standing" "26" 0.0081732226404054
"6747" "timeaccelerationjerkmeanY" "standing" "27" 0.0122433312349875
"6748" "timeaccelerationjerkmeanY" "standing" "28" 0.00907363218518987
"6749" "timeaccelerationjerkmeanY" "standing" "29" 0.0115104978664615
"6750" "timeaccelerationjerkmeanY" "standing" "30" 0.0120860416340678
"6751" "timeaccelerationjerkmeanY" "walking" "1" 0.0282721095884211
"6752" "timeaccelerationjerkmeanY" "walking" "2" 0.0182492679288136
"6753" "timeaccelerationjerkmeanY" "walking" "3" 0.0100591485
"6754" "timeaccelerationjerkmeanY" "walking" "4" 0.00295602428666667
"6755" "timeaccelerationjerkmeanY" "walking" "5" -0.0163194101232143
"6756" "timeaccelerationjerkmeanY" "walking" "6" -0.0164831715964912
"6757" "timeaccelerationjerkmeanY" "walking" "7" 0.0184322723280702
"6758" "timeaccelerationjerkmeanY" "walking" "8" -0.00603947514583333
"6759" "timeaccelerationjerkmeanY" "walking" "9" 0.0212255910017308
"6760" "timeaccelerationjerkmeanY" "walking" "10" 0.00408248792641509
"6761" "timeaccelerationjerkmeanY" "walking" "11" 0.0127682476559322
"6762" "timeaccelerationjerkmeanY" "walking" "12" 0.0197766948336
"6763" "timeaccelerationjerkmeanY" "walking" "13" 0.00308364501403509
"6764" "timeaccelerationjerkmeanY" "walking" "14" 0.024116023559322
"6765" "timeaccelerationjerkmeanY" "walking" "15" 0.00890588563518519
"6766" "timeaccelerationjerkmeanY" "walking" "16" 0.00968444678235294
"6767" "timeaccelerationjerkmeanY" "walking" "17" 0.0130098548360656
"6768" "timeaccelerationjerkmeanY" "walking" "18" 0.0282745481892857
"6769" "timeaccelerationjerkmeanY" "walking" "19" 0.0144113482019523
"6770" "timeaccelerationjerkmeanY" "walking" "20" -0.0210619558882353
"6771" "timeaccelerationjerkmeanY" "walking" "21" 0.00235197553846154
"6772" "timeaccelerationjerkmeanY" "walking" "22" 0.0356746339782609
"6773" "timeaccelerationjerkmeanY" "walking" "23" 0.0148955926864407
"6774" "timeaccelerationjerkmeanY" "walking" "24" 0.0121254591034483
"6775" "timeaccelerationjerkmeanY" "walking" "25" 0.00351115201418919
"6776" "timeaccelerationjerkmeanY" "walking" "26" 0.0196712144372881
"6777" "timeaccelerationjerkmeanY" "walking" "27" 0.00161230290877193
"6778" "timeaccelerationjerkmeanY" "walking" "28" 0.0226486602722222
"6779" "timeaccelerationjerkmeanY" "walking" "29" 0.0223870454150943
"6780" "timeaccelerationjerkmeanY" "walking" "30" 0.0219656545
"6781" "timeaccelerationjerkmeanY" "walkingdownstairs" "1" 0.0296504490408163
"6782" "timeaccelerationjerkmeanY" "walkingdownstairs" "2" -0.00327959081489362
"6783" "timeaccelerationjerkmeanY" "walkingdownstairs" "3" 0.0109707769183673
"6784" "timeaccelerationjerkmeanY" "walkingdownstairs" "4" 0.00563780215111111
"6785" "timeaccelerationjerkmeanY" "walkingdownstairs" "5" 0.0137618233808511
"6786" "timeaccelerationjerkmeanY" "walkingdownstairs" "6" 0.00987685807166667
"6787" "timeaccelerationjerkmeanY" "walkingdownstairs" "7" -0.0191061075170213
"6788" "timeaccelerationjerkmeanY" "walkingdownstairs" "8" -0.0380193846210526
"6789" "timeaccelerationjerkmeanY" "walkingdownstairs" "9" -0.0206865965952381
"6790" "timeaccelerationjerkmeanY" "walkingdownstairs" "10" 0.0107824902368421
"6791" "timeaccelerationjerkmeanY" "walkingdownstairs" "11" 0.0252274201521739
"6792" "timeaccelerationjerkmeanY" "walkingdownstairs" "12" -0.0119289154608696
"6793" "timeaccelerationjerkmeanY" "walkingdownstairs" "13" -0.00751868156382979
"6794" "timeaccelerationjerkmeanY" "walkingdownstairs" "14" 0.0291339421022222
"6795" "timeaccelerationjerkmeanY" "walkingdownstairs" "15" 0.01511589985
"6796" "timeaccelerationjerkmeanY" "walkingdownstairs" "16" -0.0148114530276596
"6797" "timeaccelerationjerkmeanY" "walkingdownstairs" "17" -0.0113826178208696
"6798" "timeaccelerationjerkmeanY" "walkingdownstairs" "18" -0.000757069449090909
"6799" "timeaccelerationjerkmeanY" "walkingdownstairs" "19" -0.0386872111282051
"6800" "timeaccelerationjerkmeanY" "walkingdownstairs" "20" 0.00436449644888889
"6801" "timeaccelerationjerkmeanY" "walkingdownstairs" "21" -0.0213998492444444
"6802" "timeaccelerationjerkmeanY" "walkingdownstairs" "22" 0.0211126110833333
"6803" "timeaccelerationjerkmeanY" "walkingdownstairs" "23" 0.0375005150740741
"6804" "timeaccelerationjerkmeanY" "walkingdownstairs" "24" -0.00447316273690909
"6805" "timeaccelerationjerkmeanY" "walkingdownstairs" "25" -0.0195416626931035
"6806" "timeaccelerationjerkmeanY" "walkingdownstairs" "26" -0.007131601642
"6807" "timeaccelerationjerkmeanY" "walkingdownstairs" "27" 0.0159869469363636
"6808" "timeaccelerationjerkmeanY" "walkingdownstairs" "28" 0.0143450903413043
"6809" "timeaccelerationjerkmeanY" "walkingdownstairs" "29" 0.000621016968750005
"6810" "timeaccelerationjerkmeanY" "walkingdownstairs" "30" -0.00756110754193549
"6811" "timeaccelerationjerkmeanY" "walkingupstairs" "1" 0.0194863076188679
"6812" "timeaccelerationjerkmeanY" "walkingupstairs" "2" -0.00970985514333333
"6813" "timeaccelerationjerkmeanY" "walkingupstairs" "3" 0.0397249270484746
"6814" "timeaccelerationjerkmeanY" "walkingupstairs" "4" 0.0234018993153846
"6815" "timeaccelerationjerkmeanY" "walkingupstairs" "5" 0.0140130363106383
"6816" "timeaccelerationjerkmeanY" "walkingupstairs" "6" 0.00371343419607843
"6817" "timeaccelerationjerkmeanY" "walkingupstairs" "7" -0.000812387078431372
"6818" "timeaccelerationjerkmeanY" "walkingupstairs" "8" 0.014120592097561
"6819" "timeaccelerationjerkmeanY" "walkingupstairs" "9" 0.00126612218367347
"6820" "timeaccelerationjerkmeanY" "walkingupstairs" "10" 0.0266314282191489
"6821" "timeaccelerationjerkmeanY" "walkingupstairs" "11" -0.0132625289255556
"6822" "timeaccelerationjerkmeanY" "walkingupstairs" "12" -0.00689494886730769
"6823" "timeaccelerationjerkmeanY" "walkingupstairs" "13" -0.00128009758363636
"6824" "timeaccelerationjerkmeanY" "walkingupstairs" "14" -0.0183131159944444
"6825" "timeaccelerationjerkmeanY" "walkingupstairs" "15" -0.00417361847916667
"6826" "timeaccelerationjerkmeanY" "walkingupstairs" "16" 0.0173729333352941
"6827" "timeaccelerationjerkmeanY" "walkingupstairs" "17" 0.03083565139375
"6828" "timeaccelerationjerkmeanY" "walkingupstairs" "18" 0.0211654691775862
"6829" "timeaccelerationjerkmeanY" "walkingupstairs" "19" 0.056818586275
"6830" "timeaccelerationjerkmeanY" "walkingupstairs" "20" 0.00659982629803922
"6831" "timeaccelerationjerkmeanY" "walkingupstairs" "21" -0.0156290073042553
"6832" "timeaccelerationjerkmeanY" "walkingupstairs" "22" 0.0367082966285714
"6833" "timeaccelerationjerkmeanY" "walkingupstairs" "23" 0.039986286827451
"6834" "timeaccelerationjerkmeanY" "walkingupstairs" "24" -0.0150816047830508
"6835" "timeaccelerationjerkmeanY" "walkingupstairs" "25" 0.00925514041553846
"6836" "timeaccelerationjerkmeanY" "walkingupstairs" "26" 0.00209171684890909
"6837" "timeaccelerationjerkmeanY" "walkingupstairs" "27" -0.0140229374470588
"6838" "timeaccelerationjerkmeanY" "walkingupstairs" "28" 0.0222985408245098
"6839" "timeaccelerationjerkmeanY" "walkingupstairs" "29" -0.000689019191836735
"6840" "timeaccelerationjerkmeanY" "walkingupstairs" "30" -0.00358719228769231
"6841" "timeaccelerationjerkmeanZ" "laying" "1" 0.010834236361
"6842" "timeaccelerationjerkmeanZ" "laying" "2" -0.00180264895625
"6843" "timeaccelerationjerkmeanZ" "laying" "3" -0.00435625874355645
"6844" "timeaccelerationjerkmeanZ" "laying" "4" -0.00641054328740741
"6845" "timeaccelerationjerkmeanZ" "laying" "5" -0.00304067159653846
"6846" "timeaccelerationjerkmeanZ" "laying" "6" 0.00328817288070175
"6847" "timeaccelerationjerkmeanZ" "laying" "7" -0.0131653918205769
"6848" "timeaccelerationjerkmeanZ" "laying" "8" -0.0169218791344444
"6849" "timeaccelerationjerkmeanZ" "laying" "9" -0.0070536778584
"6850" "timeaccelerationjerkmeanZ" "laying" "10" 0.00716689586275862
"6851" "timeaccelerationjerkmeanZ" "laying" "11" 0.00277690502070175
"6852" "timeaccelerationjerkmeanZ" "laying" "12" -0.0043714837772
"6853" "timeaccelerationjerkmeanZ" "laying" "13" -0.00988389709596774
"6854" "timeaccelerationjerkmeanZ" "laying" "14" -0.0323601505045098
"6855" "timeaccelerationjerkmeanZ" "laying" "15" -0.00443927981861111
"6856" "timeaccelerationjerkmeanZ" "laying" "16" -0.00154105089764286
"6857" "timeaccelerationjerkmeanZ" "laying" "17" -0.000143542544507042
"6858" "timeaccelerationjerkmeanZ" "laying" "18" -0.00121344813430769
"6859" "timeaccelerationjerkmeanZ" "laying" "19" -0.000988690855325301
"6860" "timeaccelerationjerkmeanZ" "laying" "20" -0.00309891846569118
"6861" "timeaccelerationjerkmeanZ" "laying" "21" -0.0139053438591111
"6862" "timeaccelerationjerkmeanZ" "laying" "22" -0.00467438744166667
"6863" "timeaccelerationjerkmeanZ" "laying" "23" -0.00628235060277778
"6864" "timeaccelerationjerkmeanZ" "laying" "24" -0.00589225849902778
"6865" "timeaccelerationjerkmeanZ" "laying" "25" -0.0307179435315068
"6866" "timeaccelerationjerkmeanZ" "laying" "26" -0.00614755098663158
"6867" "timeaccelerationjerkmeanZ" "laying" "27" -0.000685549292837838
"6868" "timeaccelerationjerkmeanZ" "laying" "28" 0.006009719386425
"6869" "timeaccelerationjerkmeanZ" "laying" "29" 0.00241542784130435
"6870" "timeaccelerationjerkmeanZ" "laying" "30" -0.000374189681428571
"6871" "timeaccelerationjerkmeanZ" "sitting" "1" -0.00336779235021277
"6872" "timeaccelerationjerkmeanZ" "sitting" "2" 0.00760546929869565
"6873" "timeaccelerationjerkmeanZ" "sitting" "3" -0.00423348373557692
"6874" "timeaccelerationjerkmeanZ" "sitting" "4" -0.0121499951596
"6875" "timeaccelerationjerkmeanZ" "sitting" "5" 0.00338609594827273
"6876" "timeaccelerationjerkmeanZ" "sitting" "6" 0.00623727782090909
"6877" "timeaccelerationjerkmeanZ" "sitting" "7" 0.0162004141964583
"6878" "timeaccelerationjerkmeanZ" "sitting" "8" -0.0106808920069565
"6879" "timeaccelerationjerkmeanZ" "sitting" "9" -0.008674672651
"6880" "timeaccelerationjerkmeanZ" "sitting" "10" -0.00499566427666667
"6881" "timeaccelerationjerkmeanZ" "sitting" "11" 0.00833400761716981
"6882" "timeaccelerationjerkmeanZ" "sitting" "12" -0.0020457599227451
"6883" "timeaccelerationjerkmeanZ" "sitting" "13" -0.0232397245106122
"6884" "timeaccelerationjerkmeanZ" "sitting" "14" -0.0105744513096296
"6885" "timeaccelerationjerkmeanZ" "sitting" "15" -0.00237207545345763
"6886" "timeaccelerationjerkmeanZ" "sitting" "16" -0.0115030575052174
"6887" "timeaccelerationjerkmeanZ" "sitting" "17" -0.0015544841534375
"6888" "timeaccelerationjerkmeanZ" "sitting" "18" 0.00278757042058246
"6889" "timeaccelerationjerkmeanZ" "sitting" "19" 0.00173106800213699
"6890" "timeaccelerationjerkmeanZ" "sitting" "20" 0.00160134859924242
"6891" "timeaccelerationjerkmeanZ" "sitting" "21" -0.000175352166235294
"6892" "timeaccelerationjerkmeanZ" "sitting" "22" -0.0126852481958065
"6893" "timeaccelerationjerkmeanZ" "sitting" "23" -0.00148823351367647
"6894" "timeaccelerationjerkmeanZ" "sitting" "24" -0.00113300171426471
"6895" "timeaccelerationjerkmeanZ" "sitting" "25" 0.00210760835861538
"6896" "timeaccelerationjerkmeanZ" "sitting" "26" -0.00780237981320513
"6897" "timeaccelerationjerkmeanZ" "sitting" "27" -0.00611285425957143
"6898" "timeaccelerationjerkmeanZ" "sitting" "28" 0.000257854017638888
"6899" "timeaccelerationjerkmeanZ" "sitting" "29" 0.003167700952
"6900" "timeaccelerationjerkmeanZ" "sitting" "30" -0.00278161828080645
"6901" "timeaccelerationjerkmeanZ" "standing" "1" -0.00368524954709434
"6902" "timeaccelerationjerkmeanZ" "standing" "2" -0.00837158846722222
"6903" "timeaccelerationjerkmeanZ" "standing" "3" -0.00807177934114754
"6904" "timeaccelerationjerkmeanZ" "standing" "4" -0.0211889890567857
"6905" "timeaccelerationjerkmeanZ" "standing" "5" -0.0122812220569643
"6906" "timeaccelerationjerkmeanZ" "standing" "6" -0.00481712245438596
"6907" "timeaccelerationjerkmeanZ" "standing" "7" -0.0108420294035849
"6908" "timeaccelerationjerkmeanZ" "standing" "8" 0.00322153267648148
"6909" "timeaccelerationjerkmeanZ" "standing" "9" -0.004700785502
"6910" "timeaccelerationjerkmeanZ" "standing" "10" -0.00485841031477273
"6911" "timeaccelerationjerkmeanZ" "standing" "11" -0.00074591623212766
"6912" "timeaccelerationjerkmeanZ" "standing" "12" -0.00788131384131148
"6913" "timeaccelerationjerkmeanZ" "standing" "13" -0.000704979340543859
"6914" "timeaccelerationjerkmeanZ" "standing" "14" -0.00720777760485
"6915" "timeaccelerationjerkmeanZ" "standing" "15" -0.00658737093471698
"6916" "timeaccelerationjerkmeanZ" "standing" "16" -0.00476310557910256
"6917" "timeaccelerationjerkmeanZ" "standing" "17" -0.00403599594166667
"6918" "timeaccelerationjerkmeanZ" "standing" "18" -0.00181640480191781
"6919" "timeaccelerationjerkmeanZ" "standing" "19" 0.00129216333878082
"6920" "timeaccelerationjerkmeanZ" "standing" "20" -0.00613681937487671
"6921" "timeaccelerationjerkmeanZ" "standing" "21" -0.00332093673865168
"6922" "timeaccelerationjerkmeanZ" "standing" "22" -0.00626291653857143
"6923" "timeaccelerationjerkmeanZ" "standing" "23" -0.00529260911370588
"6924" "timeaccelerationjerkmeanZ" "standing" "24" -0.00358774904913043
"6925" "timeaccelerationjerkmeanZ" "standing" "25" -0.00622808791433784
"6926" "timeaccelerationjerkmeanZ" "standing" "26" -0.00219497782824324
"6927" "timeaccelerationjerkmeanZ" "standing" "27" -0.00137950299425
"6928" "timeaccelerationjerkmeanZ" "standing" "28" -0.00267810077607595
"6929" "timeaccelerationjerkmeanZ" "standing" "29" 0.000332894985246154
"6930" "timeaccelerationjerkmeanZ" "standing" "30" 0.00190841458130508
"6931" "timeaccelerationjerkmeanZ" "walking" "1" -0.00416840617789474
"6932" "timeaccelerationjerkmeanZ" "walking" "2" 0.00789533706610169
"6933" "timeaccelerationjerkmeanZ" "walking" "3" -0.00562264594827586
"6934" "timeaccelerationjerkmeanZ" "walking" "4" -0.000767679338333334
"6935" "timeaccelerationjerkmeanZ" "walking" "5" 8.32159351785732e-05
"6936" "timeaccelerationjerkmeanZ" "walking" "6" -0.00738931200701754
"6937" "timeaccelerationjerkmeanZ" "walking" "7" -0.0210398551649123
"6938" "timeaccelerationjerkmeanZ" "walking" "8" -0.000673798876875
"6939" "timeaccelerationjerkmeanZ" "walking" "9" 0.00414762740192308
"6940" "timeaccelerationjerkmeanZ" "walking" "10" -0.0162953195396226
"6941" "timeaccelerationjerkmeanZ" "walking" "11" -0.013364827779661
"6942" "timeaccelerationjerkmeanZ" "walking" "12" 0.005025870328
"6943" "timeaccelerationjerkmeanZ" "walking" "13" 0.00597249011754386
"6944" "timeaccelerationjerkmeanZ" "walking" "14" 0.0199723036949153
"6945" "timeaccelerationjerkmeanZ" "walking" "15" 0.000658706162574074
"6946" "timeaccelerationjerkmeanZ" "walking" "16" 0.00360803282352941
